region,province,municipality_city,housing_units,strong_ratio,light_ratio,salvage_ratio,total_population,hospital,rural_health_unit,barangay_health_station,municipal_health_office,birthing_home,number_of_evacuation_center,drr_adoption_pct,deaths_per_100k,missing_per_100k,affected_per_100k,housing_resilience_score,health_access_index,evacuation_capacity,population_pressure,disaster_intensity_municipal,vulnerability_index,impact_score,risk_class
BARMM,LANAO DEL SUR,LUMBAYANAGUE,1782,0.42536475869809204,0.5740740740740741,0,16372,0,1,0,0,1,0,53.7,0.7,0,6892.4,0.7124017957351291,2,0,9.187429854096521,7.029564272472534,9.467948913621324,9.39035910767063,High
BARMM,LANAO DEL SUR,MADALUM,3332,0.22358943577430973,0.7430972388955582,3.0012004801920766e-4,23127,0,1,1,0,1,0,53.7,0.7,0,6892.4,0.5951380552220888,3,0,6.940876350540216,7.3747338605061845,7.334802616953205,7.0941843898214385,High
BARMM,LANAO DEL SUR,MADAMBA,2263,0.14317277949624393,0.8497569597878922,0,17756,0,1,1,0,1,0,53.7,0.7,0,6892.4,0.5680512593901901,3,0,7.84622182942996,7.110646191936375,8.267208482907991,8.019526873877528,High
BARMM,LANAO DEL SUR,MAGUING,2954,0.560257278266757,0.4211238997968856,0.005754908598510494,24531,0,1,2,0,1,0,53.7,0.7,0,6892.4,0.7708192281651998,4,0,8.304333107650644,7.433634838127022,8.518693040634627,8.487756779529336,High
BARMM,LANAO DEL SUR,MALABANG,6172,0.2893713545042126,0.7031756318859365,0.004698639014906027,43957,1,1,1,0,2,0,53.7,0.7,0,6892.4,0.6409591704471809,5,0,7.12200259235256,8.016647866170308,7.462389833773709,7.279311294891883,High
BARMM,LANAO DEL SUR,MARANTAO,4083,0.627234876316434,0.36884643644379134,7.347538574577516e-4,32974,0,1,5,0,1,0,53.7,0.7,0,6892.4,0.8116580945383297,7,0,8.075924565270634,7.729265240250184,8.237802043170726,8.254303216316384,High
BARMM,LANAO DEL SUR,MARAWI,20121,0.5790964663784106,0.4101187813726952,0.0025346652750857313,201785,4,5,44,0,5,0,53.7,0.7,0,6892.4,0.7841558570647582,58,0,10.028577108493614,9.540380670460104,10.019694355643763,10.250085375697372,High
BARMM,LANAO DEL SUR,MAROGONG,2790,0.13870967741935483,0.8612903225806452,0,21319,0,1,1,0,1,0,53.7,0.7,0,6892.4,0.5693548387096774,3,0,7.641218637992831,7.293384951775944,8.06091998602736,7.8099956321282535,High
BARMM,LANAO DEL SUR,MASIU,3022,0.46624751819986765,0.5330906684315023,3.3090668431502316e-4,29176,0,1,3,0,1,0,53.7,0.7,0,6892.4,0.7327928524156189,5,0,9.654533421575115,7.606949566878125,9.903046011197896,9.86777992162572,High
BARMM,LANAO DEL SUR,MULONDO,1161,0.5564168819982773,0.43238587424633934,0,16067,0,1,1,0,1,0,53.7,0.7,0,6892.4,0.772609819121447,3,0,13.838931955211025,7.01077599875124,14.055350061938482,14.144602221709079,High
BARMM,LANAO DEL SUR,PAGAYAWAN,1331,0.1585274229902329,0.8302028549962435,7.513148009015778e-4,13139,0,1,0,0,0,0,53.7,0.7,0,6892.4,0.5736288504883547,1,0,9.87152516904583,6.809794439180468,10.294686247417737,10.089564519114912,High
BARMM,LANAO DEL SUR,PIAGAPO,3756,0.1805111821086262,0.8178913738019169,0,25440,0,1,4,0,1,0,53.7,0.7,0,6892.4,0.5894568690095847,6,0,6.773162939297125,7.469998834168161,7.161106766669011,6.9227665739844175,High
BARMM,LANAO DEL SUR,PICONG,2342,0.24722459436379163,0.7040990606319385,0.04696840307429547,16615,0,1,3,0,1,0,53.7,0.7,0,6892.4,0.5992741246797608,5,0,7.094363791631085,7.044284667497623,7.476338842499786,7.2510620164536626,High
BARMM,LANAO DEL SUR,POONA BAYABAO,2469,0.41798298906439857,0.576751721344674,0,22227,0,1,2,0,1,0,53.7,0.7,0,6892.4,0.7063588497367356,4,0,9.00243013365735,7.33506624387137,9.281240588210371,9.20127316771454,High
BARMM,LANAO DEL SUR,PUALAS,1415,0.3399293286219081,0.6501766784452296,0.0028268551236749115,12866,0,1,0,0,0,0,53.7,0.7,0,6892.4,0.665017667844523,1,0,9.092579505300353,6.788821107773381,9.42434966898295,9.293413732214328,High
BARMM,LANAO DEL SUR,SAGUIARAN,2275,0.46505494505494505,0.5217582417582417,0.0074725274725274725,24619,0,1,6,0,1,0,53.7,0.7,0,6892.4,0.7259340659340658,8,0,10.821538461538461,7.437213604183148,11.065219712295553,11.060561426328155,High
BARMM,LANAO DEL SUR,SULTAN DUMALONDONG,1223,0.17988552739165986,0.8070318887980377,0,11298,0,1,0,0,1,0,53.7,0.7,0,6892.4,0.5834014717906787,2,0,9.237939493049877,6.65901495513562,9.647421821587397,9.441984388701682,High
BARMM,LANAO DEL SUR,TAGOLOAN II,1283,0.0646921278254092,0.9259547934528449,0,11169,0,1,0,0,1,0,53.7,0.7,0,6892.4,0.5276695245518317,2,0,8.705378020265004,6.6475461312813575,9.170591149158986,8.897659854443596,High
BARMM,LANAO DEL SUR,TAMPARAN,2022,0.595944609297725,0.390702274975272,4.945598417408506e-4,25874,2,1,0,0,1,0,53.7,0.7,0,6892.4,0.791295746785361,4,0,12.79624134520277,7.486905139388613,12.990130086596718,13.07888096759709,High
BARMM,LANAO DEL SUR,TARAKA,1987,0.7322596879718168,0.26723704076497234,0,23644,0,1,2,0,1,0,53.7,0.7,0,6892.4,0.8658782083543031,4,0,11.899345747357826,7.396828769567623,12.018643019545848,12.16217500307779,High
BARMM,LANAO DEL SUR,TUBARAN,1685,0.2765578635014837,0.7210682492581603,5.934718100890207e-4,14749,0,1,0,0,0,0,53.7,0.7,0,6892.4,0.6370919881305639,1,0,8.753115727002967,6.925264414510097,9.112825214730197,8.946451977634204,High
BARMM,LANAO DEL SUR,TUGAYA,2170,0.5248847926267282,0.4751152073732719,0,23814,0,1,1,0,1,0,53.7,0.7,0,6892.4,0.7624423963133641,3,0,10.974193548387097,7.403988652240825,11.200818399187984,11.216588313921989,High
BARMM,LANAO DEL SUR,WAO,8900,0.3147191011235955,0.6793258426966292,4.4943820224719103e-4,45862,1,1,26,0,1,0,53.7,0.7,0,6892.4,0.6543820224719101,29,0,5.153033707865169,8.059059165921756,5.386617124383782,5.266852403690426,High
BARMM,MAGUINDANAO,AMPATUAN,3910,0.3948849104859335,0.6028132992327365,5.115089514066496e-4,24801,0,1,3,0,2,0,53.7,0.7,0,6892.4,0.6962915601023018,6,0,6.3429667519181585,7.444574754798124,6.624073345789391,6.48306833950614,High
BARMM,MAGUINDANAO,BARIRA,4485,0.2055741360089186,0.7930880713489409,2.229654403567447e-4,30004,0,1,9,0,1,0,53.7,0.7,0,6892.4,0.602118171683389,11,0,6.689855072463768,7.634920104412021,7.045698836370587,6.837618627444133,High
BARMM,MAGUINDANAO,BULDON,5540,0.1595667870036101,0.836101083032491,0.0018050541516245488,35282,0,1,9,0,2,0,53.7,0.7,0,6892.4,0.5776173285198556,12,0,6.368592057761733,7.796890018856725,6.745061811239872,6.509259649582674,High
BARMM,MAGUINDANAO,BULUAN,7281,0.42054662821041067,0.5738222771597308,2.746875429199286e-4,50008,1,1,2,0,3,0,53.7,0.7,0,6892.4,0.707457766790276,7,0,6.868287323169894,8.14557905362454,7.1344067601993775,7.0199920373236475,High
BARMM,MAGUINDANAO,DATU ABDULLAH SANGKI,3768,0.26778131634819535,0.7083333333333334,5.307855626326964e-4,23878,0,1,3,0,2,0,53.7,0.7,0,6892.4,0.621947983014862,6,0,6.337048832271762,7.406670910319874,6.692495212845986,6.477019706587846,High
BARMM,MAGUINDANAO,DATU ANGGAL MIDTIMBANG,3796,0.38119072708113805,0.6119599578503688,2.6343519494204424e-4,25016,0,1,5,0,3,0,53.7,0.7,0,6892.4,0.6871707060063225,9,0,6.590094836670179,7.453201375618027,6.8686499955485,6.735654916847746,High
BARMM,MAGUINDANAO,DATU BLAH T. SINSUAT,3839,0.08491794738213077,0.8265173222193279,0.07449856733524356,25024,0,1,3,0,0,0,53.7,0.7,0,6892.4,0.49817660849179474,4,0,6.5183641573326385,7.453520934536631,7.005368698599667,6.66233987132211,High
BARMM,MAGUINDANAO,DATU HOFFER AMPATUAN,4308,0.19870009285051068,0.7996750232126276,0,25012,1,1,1,0,1,0,53.7,0.7,0,6892.4,0.5985376044568245,4,0,5.80594243268338,7.453041557856352,6.19258593004771,5.934182384755868,High
BARMM,MAGUINDANAO,DATU ODIN SINSUAT,16943,0.36067992681343325,0.6161246532491295,0.018768813079147732,99210,2,1,20,0,6,0,53.7,0.7,0,6892.4,0.668742253437998,29,0,5.8555155521454285,8.830491037043771,6.074815880885065,5.98485046072801,High
BARMM,MAGUINDANAO,DATU PAGLAS,4642,0.32378285221887115,0.6630762602326583,0.0017233950883239983,28387,0,1,8,0,3,0,53.7,0.7,0,6892.4,0.6553209823352003,12,0,6.115252046531667,7.579548220588878,6.413996412014635,6.250323938554537,High
BARMM,MAGUINDANAO,DATU PIANG,4167,0.24934005279577634,0.7365010799136069,0.0023998080153587713,25600,0,1,5,0,2,0,53.7,0.7,0,6892.4,0.6175905927525798,8,0,6.143508519318455,7.476264885119404,6.495537148385126,6.279204532017326,High
BARMM,MAGUINDANAO,DATU SALIBO,2597,0.12167886022333461,0.8321139776665383,0.01078167115902965,14947,0,1,1,0,0,0,53.7,0.7,0,6892.4,0.5377358490566038,2,0,5.755487100500577,6.938586724467684,6.210663008949105,5.882612610007376,High
BARMM,MAGUINDANAO,DATU SAUDI AMPATUAN,4354,0.23311897106109325,0.7581534221405604,6.890215893431327e-4,26427,0,1,6,0,3,0,53.7,0.7,0,6892.4,0.6121956821313734,10,0,6.069591180523656,7.508041024463637,6.419235796658153,6.203654528742251,High
BARMM,MAGUINDANAO,DATU UNSAY,1769,0.21368004522328998,0.7851893725268513,0.0011305822498586771,11813,0,1,2,0,1,0,53.7,0.7,0,6892.4,0.6062747314867156,4,0,6.677784058790277,6.703533946685116,7.056615478363599,6.825280992764164,High
BARMM,MAGUINDANAO,GEN. S.K. PENDATUN,4167,0.24934005279577634,0.7367410607151428,0.01343892488600912,28103,0,1,7,0,6,0,53.7,0.7,0,6892.4,0.6177105831533477,14,0,6.744180465562755,7.569498420793312,7.072752124080281,6.893143943878238,High
BARMM,MAGUINDANAO,GUINDULUNGAN,2992,0.3693181818181818,0.6303475935828877,3.3422459893048126e-4,19911,0,1,3,0,3,0,53.7,0.7,0,6892.4,0.6844919786096257,7,0,6.654745989304812,7.2251066871295215,6.943739167278297,6.801734065162913,High
BARMM,MAGUINDANAO,KABUNTALAN,2401,0.14285714285714285,0.8421491045397751,0.014160766347355268,17276,0,1,4,0,1,0,53.7,0.7,0,6892.4,0.5639316951270303,6,0,7.19533527696793,7.08326364192551,7.608765604703147,7.354263730317646,High
BARMM,MAGUINDANAO,MAMASAPANO,3915,0.2850574712643678,0.7106002554278417,0.0038314176245210726,24800,0,1,6,0,1,0,53.7,0.7,0,6892.4,0.6403575989782886,8,0,6.334610472541507,7.444534456603179,6.663868922339618,6.47452748908367,High
BARMM,MAGUINDANAO,MANGUDADATU,3836,0.162148070907195,0.8362877997914494,0,25046,0,1,1,0,1,0,53.7,0.7,0,6892.4,0.5802919708029197,3,0,6.529197080291971,7.4543991953816455,6.937977397657617,6.673412068703678,High
BARMM,MAGUINDANAO,MATANOG,4524,0.19938107869142352,0.7588417329796641,0.03912466843501326,29770,0,1,7,0,1,0,53.7,0.7,0,6892.4,0.5788019451812556,9,0,6.580459770114943,7.627094372010712,6.96740107911797,6.725807033770889,High
BARMM,MAGUINDANAO,NORTHERN KABUNTALAN,3069,0.30824372759856633,0.6849136526555881,0.005213424568263278,25232,0,1,5,0,1,0,53.7,0.7,0,6892.4,0.6507005539263604,7,0,8.22157054415119,7.461793824115459,8.544378815521638,8.403166180822916,High
BARMM,MAGUINDANAO,PAGAGAWAN,5608,0.1783166904422254,0.8163338088445078,0.005171184022824536,34820,0,1,5,0,1,0,53.7,0.7,0,6892.4,0.5864835948644793,7,0,6.208987161198288,7.783714487701956,6.596044583696976,6.3461294469172245,High
BARMM,MAGUINDANAO,PAGALUNGAN,6738,0.23656871475215197,0.6645888987830216,0.0964677945978035,39653,0,1,3,0,1,0,53.7,0.7,0,6892.4,0.5688631641436628,5,0,5.88498070644108,7.9136383999334186,6.297453653219123,6.014966432702014,High
BARMM,MAGUINDANAO,PAGLAT,2455,0.27128309572301423,0.710386965376782,0.010183299389002037,15920,0,1,3,0,2,0,53.7,0.7,0,6892.4,0.6264765784114052,6,0,6.484725050916497,7.001593029840269,6.8356023283061305,6.627957754198476,High
BARMM,MAGUINDANAO,PANDAG,3906,0.300563236047107,0.6979006656426011,5.120327700972862e-4,25057,0,1,4,0,1,0,53.7,0.7,0,6892.4,0.6495135688684075,6,0,6.415002560163851,7.454838036720118,6.74288817159717,6.5566952535376775,High
BARMM,MAGUINDANAO,PARANG,15262,0.4448958196828725,0.5443585375442275,0.003014021753374394,89194,0,1,14,0,5,0,53.7,0.7,0,6892.4,0.7170750884549862,20,0,5.84418817979295,8.724082412181803,6.050164487906031,5.973272892700251,High
BARMM,MAGUINDANAO,RAJAH BUAYAN,3768,0.363588110403397,0.6342887473460722,0,23652,0,1,4,0,2,0,53.7,0.7,0,6892.4,0.680732484076433,7,0,6.277070063694268,7.397166857158596,6.569839942217947,6.4157161445772575,High
BARMM,MAGUINDANAO,SHARIFF AGUAK,4812,0.37572734829592686,0.6107647547797174,0.003117206982543641,31692,0,1,3,0,2,0,53.7,0.7,0,6892.4,0.6811097256857855,6,0,6.586034912718205,7.689627940449182,6.882347846324519,6.731505318487344,High
BARMM,MAGUINDANAO,SHARIFF SAYDONA MUSTAPHA,3568,0.11939461883408072,0.8775224215246636,8.408071748878924e-4,19855,0,1,2,0,2,0,53.7,0.7,0,6892.4,0.5581558295964125,5,0,5.564742152466367,7.222292262376191,5.987853299177905,5.687654543555684,High
BARMM,MAGUINDANAO,SOUTH UPI,7418,0.08196279320571583,0.9107576166082502,0.0037746023186842814,40178,0,1,8,0,1,0,53.7,0.7,0,6892.4,0.5373416015098409,10,0,5.41628471286061,7.926786595971348,5.84082528417379,5.535918019604779,High
BARMM,MAGUINDANAO,SULTAN KUDARAT,15331,0.2652794990542039,0.7218054921401083,0.007109777574848346,95201,1,1,24,0,3,0,53.7,0.7,0,6892.4,0.626182245124258,29,0,6.209705824799426,8.789248824191473,6.471562037631517,6.346863984149015,High
BARMM,MAGUINDANAO,SULTAN MASTURA,3832,0.55741127348643,0.43815240083507306,0.002870563674321503,22261,0,1,12,0,1,0,53.7,0.7,0,6892.4,0.7764874739039666,14,0,5.809237995824635,7.336593750015984,5.979009473124464,5.937550739328348,High
BARMM,MAGUINDANAO,SULTAN SA BARONGIS,3515,0.2460881934566145,0.7499288762446658,0.001422475106685633,22425,0,1,7,0,2,0,53.7,0.7,0,6892.4,0.6210526315789474,10,0,6.379800853485064,7.343929126605969,6.720572108982202,6.520716021895512,High
BARMM,MAGUINDANAO,TALAYAN,4244,0.295004712535344,0.7042884071630537,4.71253534401508e-4,30032,0,1,6,0,2,0,53.7,0.7,0,6892.4,0.6471489161168709,9,0,7.076343072573044,7.635852427570557,7.3949382864460125,7.232643261043194,High
BARMM,MAGUINDANAO,TALITAY,2390,0.1594142259414226,0.8372384937238494,0.0016736401673640166,14863,0,1,2,0,1,0,53.7,0.7,0,6892.4,0.5780334728033473,4,0,6.218828451882845,6.932956496845063,6.625924072394552,6.356188109141433,High
BARMM,MAGUINDANAO,UPI,10879,0.19376780954131814,0.779023807335233,0.0028495266109017374,53583,1,1,17,0,1,0,53.7,0.7,0,6892.4,0.5832797132089347,20,0,4.925360786837025,8.21460856493219,5.265081522811433,5.034150710017812,High
BARMM,SULU,HADJI PANGLIMA TAHIL,1091,0.006416131989000917,0.9798350137488543,0.012832263978001834,6375,0,1,2,0,1,0,53.7,0.7,0,6892.4,0.4963336388634281,4,0,5.843263061411549,6.087763158707157,6.331973996529362,5.9723273405756165,High
BARMM,SULU,INDANAN,13848,0.13575967648757944,0.8560803004043905,0.0026718659734257656,80883,0,1,9,0,1,0,53.7,0.7,0,6892.4,0.5637998266897747,11,0,5.840771230502599,8.626289015256173,6.235032476294117,5.969780470837048,High
BARMM,SULU,JOLO,18644,0.2881892297790174,0.6888006865479511,0.00981549023814632,125564,1,1,6,0,2,0,53.7,0.7,0,6892.4,0.6325895730529929,10,0,6.734820853894014,9.066037123120623,7.064227378716757,6.883577599854547,High
BARMM,SULU,KALINGALAN CALUANG,5535,0.025835591689250224,0.971093044263776,0,31567,0,1,5,0,0,0,53.7,0.7,0,6892.4,0.5113821138211382,6,0,5.703161698283649,7.685677740289262,6.169201848734595,5.829131459666819,High
BARMM,SULU,LUGUS,3831,0.02244844688071,0.9762464108587836,2.6102845210127906e-4,21897,0,1,3,0,1,0,53.7,0.7,0,6892.4,0.5105716523101018,5,0,5.715740015661707,7.320117948790345,6.186445122228196,5.8419876032266576,High
BARMM,SULU,LUUK,5279,0.08581170676264444,0.9111574161773063,0.0020837279787838604,32162,1,1,5,0,1,0,53.7,0.7,0,6892.4,0.5413904148512976,8,0,6.092441750331502,7.704342602363763,6.52069336507118,6.227009815228046,High
BARMM,SULU,MAIMBUNG,6346,0.0272612669398046,0.9543019224708478,4.727387330601954e-4,37914,0,1,9,0,1,0,53.7,0.7,0,6892.4,0.5044122281752285,11,0,5.97447210841475,7.868809004085492,6.428045204719696,6.106434494491564,High
BARMM,SULU,OLD PANAMAO,6234,0.0657683670195701,0.9111324991979467,0.007378889958293231,40998,0,1,7,0,0,0,53.7,0.7,0,6892.4,0.5213346166185434,8,0,6.576515880654475,7.946983079591638,7.02484755767463,6.721776032837779,High
BARMM,SULU,OMAR,4367,0.030913670712159377,0.9663384474467598,4.579803068468056e-4,25116,0,1,7,0,1,0,53.7,0.7,0,6892.4,0.5140828944355392,9,0,5.751316693382185,7.457188541086367,6.202960062547836,5.878350088160809,High
BARMM,SULU,PANDAMI,4870,0.055236139630390146,0.9429158110882957,8.213552361396304e-4,25885,0,1,4,0,0,0,53.7,0.7,0,6892.4,0.526694045174538,5,0,5.315195071868583,7.487329948111906,5.769794506770569,5.4325955402981885,High
BARMM,SULU,PANGLIMA ESTINO,4064,0.07209645669291338,0.9126476377952756,2.4606299212598425e-4,28817,0,1,8,0,0,0,53.7,0.7,0,6892.4,0.5284202755905512,9,0,7.090797244094488,7.594574795535385,7.528116970730572,7.247416692062067,High
BARMM,SULU,PANGUTARAN,5235,0.08404966571155682,0.9146131805157593,3.8204393505253105e-4,30613,1,2,10,0,1,0,53.7,0.7,0,6892.4,0.5413562559694365,14,0,5.847755491881566,7.655004539520576,6.252690028194875,5.976918998531067,High
BARMM,SULU,PARANG,9613,0.11276396546343494,0.8783938416727348,4.1610319359201083e-4,62172,1,2,7,0,2,0,53.7,0.7,0,6892.4,0.5519608862998023,12,0,6.467491938000624,8.363244055410991,6.869674769102471,6.610344001343435,High
BARMM,SULU,PATA,3580,0.05223463687150838,0.9460893854748603,2.7932960893854746e-4,22163,0,1,3,0,1,0,53.7,0.7,0,6892.4,0.5252793296089385,5,0,6.190782122905028,7.3321845930749,6.646780758837109,6.327522301082377,High
BARMM,SULU,PATIKUL,10854,0.226552423069836,0.7633130643080892,8.291873963515755e-4,62287,0,1,10,0,0,0,53.7,0.7,0,6892.4,0.6082089552238806,11,0,5.738621706283398,8.365091623358067,6.08844770380162,5.8653746979136985,High
BARMM,SULU,SIASI,12195,0.07060270602706027,0.9168511685116851,6.560065600656007e-4,67705,1,1,8,0,0,0,53.7,0.7,0,6892.4,0.5290282902829029,10,0,5.551865518655187,8.448480285378158,5.984771570564246,5.674493494436921,High
BARMM,SULU,TALIPAO,12190,0.0398687448728466,0.9400328137817884,5.742411812961444e-4,80255,0,1,10,0,1,0,53.7,0.7,0,6892.4,0.5098851517637408,12,0,6.583675143560296,8.618495817866881,7.027959234374451,6.729093427441004,High
